"group","knees","participants","events","event_rate","age_mean","female_pct","bmi_mean","pain0_mean","function0_mean","kl0_mean","jsn_medial0_mean","jsn_lateral0_mean"
"included_model_e_common_complete",3066,1640,559,0.18232224396608,62.7367906066536,0.590998043052838,29.3702544031311,2.94902152641878,10.0046314416177,2.01630789302022,0.842791911285062,0.23972602739726
"excluded_from_model_e_common_complete",5248,2717,272,0.0518292682926829,60.2410442073171,0.57469512195122,27.9690576115986,1.78618521341464,5.91679111621675,1.79166666666667,0.776785714285714,0.208333333333333
