"analysis","n_knees","n_patients","events_by_24m","c_index","auc_24m","mean_predicted_24m","observed_24m","calibration_intercept","validation_calibration_slope","oe_ratio","ici","brier_24m","null_brier_24m","ipa_24m"
"Aggregated out-of-sample predictions from 100 repeated 70/30 patient-level splits",3412,2179,855,0.680402240014518,0.707852854949044,0.277987376538898,0.279831457357236,0.00282113382601494,0.986006734483047,1.0066336854619,0.0182652761856789,0.262503577452956,0.291077524397417,0.0981661054168127
